o_zone_id,o_zone_name,d_zone_id,d_zone_name,accessibility,volume,geometry
7,A7,19,B9,0.6917239554921866,7,"LINESTRING (13.2122995 52.5556031,13.2221629 52.5542396)"
7,A7,20,B10,0.9547679664728678,41,"LINESTRING (13.2122995 52.5556031,13.225601 52.5521452)"
7,A7,21,C1,2.083728405040628,45,"LINESTRING (13.2122995 52.5556031,13.1837045 52.5465474)"
7,A7,22,C2,1.8144469713367941,104,"LINESTRING (13.2122995 52.5556031,13.1876311 52.5470216)"
7,A7,23,C3,1.5080753507621552,71,"LINESTRING (13.2122995 52.5556031,13.1922758 52.5472185)"
7,A7,24,C4,1.1473599114666835,65,"LINESTRING (13.2122995 52.5556031,13.1978552 52.5475945)"
7,A7,25,C5,0.8993697950031826,113,"LINESTRING (13.2122995 52.5556031,13.2023174 52.5473592)"
7,A7,26,C6,0.6234273012322048,214,"LINESTRING (13.2122995 52.5556031,13.207515 52.5480108)"
7,A7,27,C7,0.5138050937622035,45,"LINESTRING (13.2122995 52.5556031,13.2116045 52.5482397)"
7,A7,28,C8,0.6409697561742507,20,"LINESTRING (13.2122995 52.5556031,13.2182015 52.548511)"
7,A7,29,C9,0.8956751532165087,18,"LINESTRING (13.2122995 52.5556031,13.2225432 52.5477739)"
7,A7,30,C10,1.099222454905108,34,"LINESTRING (13.2122995 52.5556031,13.2256429 52.5470988)"
7,A7,31,D1,2.156418588320376,45,"LINESTRING (13.2122995 52.5556031,13.1840595 52.5427174)"
7,A7,32,D2,1.9390120802088153,46,"LINESTRING (13.2122995 52.5556031,13.1872463 52.5432992)"
7,A7,33,D3,1.6349265171179554,96,"LINESTRING (13.2122995 52.5556031,13.1927723 52.5424672)"
7,A7,34,D4,1.342885964412528,116,"LINESTRING (13.2122995 52.5556031,13.1979796 52.5426182)"
7,A7,35,D5,1.1048152922659638,132,"LINESTRING (13.2122995 52.5556031,13.2025417 52.543045)"
7,A7,36,D6,0.9289207497321035,82,"LINESTRING (13.2122995 52.5556031,13.2071003 52.5432838)"
7,A7,37,D7,0.9581201626467324,41,"LINESTRING (13.2122995 52.5556031,13.2124087 52.5418116)"
7,A7,38,D8,1.1188954323938591,17,"LINESTRING (13.2122995 52.5556031,13.21772 52.5404364)"
7,A7,39,D9,1.1890158030919822,113,"LINESTRING (13.2122995 52.5556031,13.2226372 52.5419621)"
7,A7,40,D10,1.3138539898275956,28,"LINESTRING (13.2122995 52.5556031,13.2256983 52.5422555)"
8,A8,1,A1,2.316669780037962,10,"LINESTRING (13.2177111 52.555538,13.184365 52.5558743)"
8,A8,2,A2,2.0004535772933956,30,"LINESTRING (13.2177111 52.555538,13.1889152 52.5554778)"
8,A8,3,A3,1.724493912950482,42,"LINESTRING (13.2177111 52.555538,13.1928876 52.5555907)"
8,A8,4,A4,1.3947305810476682,54,"LINESTRING (13.2177111 52.555538,13.1976345 52.5556169)"
8,A8,5,A5,1.0475392064093172,24,"LINESTRING (13.2177111 52.555538,13.2026323 52.555621)"
8,A8,6,A6,0.7508806469433844,71,"LINESTRING (13.2177111 52.555538,13.2069026 52.555611)"
8,A8,7,A7,0.3759662751235318,27,"LINESTRING (13.2177111 52.555538,13.2122995 52.5556031)"
8,A8,8,A8,0.0,0,"LINESTRING (13.2177111 52.555538,13.2177111 52.555538)"
8,A8,9,A9,0.2793606861422826,26,"LINESTRING (13.2177111 52.555538,13.2217235 52.5552714)"
8,A8,10,A10,0.5529294003873307,13,"LINESTRING (13.2177111 52.555538,13.2256692 52.5556722)"
8,A8,11,B1,2.367932667467892,47,"LINESTRING (13.2177111 52.555538,13.1838823 52.5513612)"
8,A8,12,B2,2.0956726596783013,89,"LINESTRING (13.2177111 52.555538,13.1877558 52.5519738)"
8,A8,13,B3,1.7197737787979985,34,"LINESTRING (13.2177111 52.555538,13.1931628 52.5523402)"
8,A8,14,B4,1.4245871403664259,88,"LINESTRING (13.2177111 52.555538,13.1975354 52.5518695)"
8,A8,15,B5,1.121102477304741,80,"LINESTRING (13.2177111 52.555538,13.2020792 52.5515283)"
8,A8,16,B6,0.6972719122014472,309,"LINESTRING (13.2177111 52.555538,13.2082298 52.5522446)"
8,A8,17,B7,0.4441702657342686,161,"LINESTRING (13.2177111 52.555538,13.2119786 52.5527064)"
8,A8,18,B8,0.23631129705503942,77,"LINESTRING (13.2177111 52.555538,13.2171456 52.5521837)"
8,A8,19,B9,0.3221542181650742,14,"LINESTRING (13.2177111 52.555538,13.2221629 52.5542396)"
8,A8,20,B10,0.5966442396412805,84,"LINESTRING (13.2177111 52.555538,13.225601 52.5521452)"
8,A8,21,C1,2.443601635761734,84,"LINESTRING (13.2177111 52.555538,13.1837045 52.5465474)"
8,A8,22,C2,2.171792412547593,194,"LINESTRING (13.2177111 52.555538,13.1876311 52.5470216)"
8,A8,23,C3,1.8591053551345673,132,"LINESTRING (13.2177111 52.555538,13.1922758 52.5472185)"
8,A8,24,C4,1.485672972799976,120,"LINESTRING (13.2177111 52.555538,13.1978552 52.5475945)"
8,A8,25,C5,1.210963973542258,212,"LINESTRING (13.2177111 52.555538,13.2023174 52.5473592)"
8,A8,26,C6,0.8804283398333229,404,"LINESTRING (13.2177111 52.555538,13.207515 52.5480108)"
8,A8,27,C7,0.6610769804377042,85,"LINESTRING (13.2177111 52.555538,13.2116045 52.5482397)"
8,A8,28,C8,0.48934933090048727,40,"LINESTRING (13.2177111 52.555538,13.2182015 52.548511)"
8,A8,29,C9,0.6353026843796041,37,"LINESTRING (13.2177111 52.555538,13.2225432 52.5477739)"
8,A8,30,C10,0.8045718232227483,70,"LINESTRING (13.2177111 52.555538,13.2256429 52.5470988)"
8,A8,31,D1,2.501691778673363,83,"LINESTRING (13.2177111 52.555538,13.1840595 52.5427174)"
8,A8,32,D2,2.280788587216834,86,"LINESTRING (13.2177111 52.555538,13.1872463 52.5432992)"
8,A8,33,D3,1.9560287107961052,179,"LINESTRING (13.2177111 52.555538,13.1927723 52.5424672)"
8,A8,34,D4,1.6384468461039645,219,"LINESTRING (13.2177111 52.555538,13.1979796 52.5426182)"
8,A8,35,D5,1.365195581037054,249,"LINESTRING (13.2177111 52.555538,13.2025417 52.543045)"
8,A8,36,D6,1.1260908641020992,157,"LINESTRING (13.2177111 52.555538,13.2071003 52.5432838)"
8,A8,37,D7,1.0222426889556724,80,"LINESTRING (13.2177111 52.555538,13.2124087 52.5418116)"
8,A8,38,D8,1.0491068314104395,34,"LINESTRING (13.2177111 52.555538,13.21772 52.5404364)"
8,A8,39,D9,1.003282241870275,227,"LINESTRING (13.2177111 52.555538,13.2226372 52.5419621)"
8,A8,40,D10,1.0767176951542095,57,"LINESTRING (13.2177111 52.555538,13.2256983 52.5422555)"
9,A9,1,A1,2.5956361470599023,5,"LINESTRING (13.2217235 52.5552714,13.184365 52.5558743)"
9,A9,2,A2,2.2792405563901883,15,"LINESTRING (13.2217235 52.5552714,13.1889152 52.5554778)"
9,A9,3,A3,2.003359061594843,21,"LINESTRING (13.2217235 52.5552714,13.1928876 52.5555907)"
9,A9,4,A4,1.6736381893472803,27,"LINESTRING (13.2217235 52.5552714,13.1976345 52.5556169)"
9,A9,5,A5,1.3264919305090128,12,"LINESTRING (13.2217235 52.5552714,13.2026323 52.555621)"
9,A9,6,A6,1.0298800257509364,35,"LINESTRING (13.2217235 52.5552714,13.2069026 52.555611)"
9,A9,7,A7,0.6550906146065587,13,"LINESTRING (13.2217235 52.5552714,13.2122995 52.5556031)"
9,A9,8,A8,0.2793606861422826,20,"LINESTRING (13.2217235 52.5552714,13.2177111 52.555538)"
9,A9,9,A9,0.0,0,"LINESTRING (13.2217235 52.5552714,13.2217235 52.5552714)"
9,A9,10,A10,0.27551472211288847,7,"LINESTRING (13.2217235 52.5552714,13.2256692 52.5556722)"
9,A9,11,B1,2.6428314027172704,24,"LINESTRING (13.2217235 52.5552714,13.1838823 52.5513612)"
9,A9,12,B2,2.3708341482057795,44,"LINESTRING (13.2217235 52.5552714,13.1877558 52.5519738)"
9,A9,13,B3,1.9945338880867427,17,"LINESTRING (13.2217235 52.5552714,13.1931628 52.5523402)"
9,A9,14,B4,1.6968905781262797,44,"LINESTRING (13.2217235 52.5552714,13.1975354 52.5518695)"
9,A9,15,B5,1.3892456271149554,40,"LINESTRING (13.2217235 52.5552714,13.2020792 52.5515283)"
9,A9,16,B6,0.9607075133002837,152,"LINESTRING (13.2217235 52.5552714,13.2082298 52.5522446)"
9,A9,17,B7,0.7000409876785274,79,"LINESTRING (13.2217235 52.5552714,13.2119786 52.5527064)"
9,A9,18,B8,0.38361087748302786,39,"LINESTRING (13.2217235 52.5552714,13.2171456 52.5521837)"
9,A9,19,B9,0.077910593914695,8,"LINESTRING (13.2217235 52.5552714,13.2221629 52.5542396)"
9,A9,20,B10,0.3460165833891091,45,"LINESTRING (13.2217235 52.5552714,13.225601 52.5521452)"
9,A9,21,C1,2.7098227895765623,42,"LINESTRING (13.2217235 52.5552714,13.1837045 52.5465474)"
9,A9,22,C2,2.436755895255817,96,"LINESTRING (13.2217235 52.5552714,13.1876311 52.5470216)"
9,A9,23,C3,2.1208468922231902,65,"LINESTRING (13.2217235 52.5552714,13.1922758 52.5472185)"
9,A9,24,C4,1.7417882149098607,60,"LINESTRING (13.2217235 52.5552714,13.1978552 52.5475945)"
9,A9,25,C5,1.455889397147298,105,"LINESTRING (13.2217235 52.5552714,13.2023174 52.5473592)"
9,A9,26,C6,1.1084737262200466,200,"LINESTRING (13.2217235 52.5552714,13.207515 52.5480108)"
9,A9,27,C7,0.8560301022557115,43,"LINESTRING (13.2217235 52.5552714,13.2116045 52.5482397)"
9,A9,28,C8,0.5295595079637136,20,"LINESTRING (13.2217235 52.5552714,13.2182015 52.548511)"
9,A9,29,C9,0.5239581490689328,20,"LINESTRING (13.2217235 52.5552714,13.2225432 52.5477739)"
9,A9,30,C10,0.6296618488224767,37,"LINESTRING (13.2217235 52.5552714,13.2256429 52.5470988)"
9,A9,31,D1,2.758045056625576,41,"LINESTRING (13.2217235 52.5552714,13.1840595 52.5427174)"
9,A9,32,D2,2.535433234997533,43,"LINESTRING (13.2217235 52.5552714,13.1872463 52.5432992)"
9,A9,33,D3,2.1991621409188435,89,"LINESTRING (13.2217235 52.5552714,13.1927723 52.5424672)"
9,A9,34,D4,1.8690876294283603,109,"LINESTRING (13.2217235 52.5552714,13.1979796 52.5426182)"
9,A9,35,D5,1.5802380935245894,124,"LINESTRING (13.2217235 52.5552714,13.2025417 52.543045)"
9,A9,36,D6,1.3135986343706842,78,"LINESTRING (13.2217235 52.5552714,13.2071003 52.5432838)"
9,A9,37,D7,1.1371289299360412,41,"LINESTRING (13.2217235 52.5552714,13.2124087 52.5418116)"
9,A9,38,D8,1.0674588644162426,18,"LINESTRING (13.2217235 52.5552714,13.21772 52.5404364)"
9,A9,39,D9,0.9267717451622152,118,"LINESTRING (13.2217235 52.5552714,13.2226372 52.5419621)"
9,A9,40,D10,0.9454372705306299,30,"LINESTRING (13.2217235 52.5552714,13.2256983 52.5422555)"
10,A10,1,A1,2.869437130629636,3,"LINESTRING (13.2256692 52.5556722,13.184365 52.5558743)"
10,A10,2,A2,2.553335729982205,8,"LINESTRING (13.2256692 52.5556722,13.1889152 52.5554778)"
10,A10,3,A3,2.2773478790246524,11,"LINESTRING (13.2256692 52.5556722,13.1928876 52.5555907)"
10,A10,4,A4,1.9475743907112215,14,"LINESTRING (13.2256692 52.5556722,13.1976345 52.5556169)"
10,A10,5,A5,1.600378084894373,6,"LINESTRING (13.2256692 52.5556722,13.2026323 52.555621)"
10,A10,6,A6,1.3037212336810649,18,"LINESTRING (13.2256692 52.5556722,13.2069026 52.555611)"
10,A10,7,A7,0.9288023104542485,7,"LINESTRING (13.2256692 52.5556722,13.2122995 52.5556031)"
10,A10,8,A8,0.5529294003873307,10,"LINESTRING (13.2256692 52.5556722,13.2177111 52.555538)"
10,A10,9,A9,0.27551472211288847,7,"LINESTRING (13.2256692 52.5556722,13.2217235 52.5552714)"
10,A10,10,A10,0.0,0,"LINESTRING (13.2256692 52.5556722,13.2256692 52.5556722)"
10,A10,11,B1,2.918345744581198,12,"LINESTRING (13.2256692 52.5556722,13.1838823 52.5513612)"
10,A10,12,B2,2.6463464361397038,22,"LINESTRING (13.2256692 52.5556722,13.1877558 52.5519738)"
10,A10,13,B3,2.270048476035277,9,"LINESTRING (13.2256692 52.5556722,13.1931628 52.5523402)"
10,A10,14,B4,1.972229581063385,22,"LINESTRING (13.2256692 52.5556722,13.1975354 52.5518695)"
10,A10,15,B5,1.663889169378136,20,"LINESTRING (13.2256692 52.5556722,13.2020792 52.5515283)"
10,A10,16,B6,1.234695825884033,76,"LINESTRING (13.2256692 52.5556722,13.2082298 52.5522446)"
10,A10,17,B7,0.9731469664351216,39,"LINESTRING (13.2256692 52.5556722,13.2119786 52.5527064)"
10,A10,18,B8,0.6398107745536623,19,"LINESTRING (13.2256692 52.5556722,13.2171456 52.5521837)"
10,A10,19,B9,0.2631292623292875,4,"LINESTRING (13.2256692 52.5556722,13.2221629 52.5542396)"
10,A10,20,B10,0.24506769452553834,24,"LINESTRING (13.2256692 52.5556722,13.225601 52.5521452)"
10,A10,21,C1,2.9834061670814127,21,"LINESTRING (13.2256692 52.5556722,13.1837045 52.5465474)"
10,A10,22,C2,2.7099772899615817,48,"LINESTRING (13.2256692 52.5556722,13.1876311 52.5470216)"
10,A10,23,C3,2.3930186604097274,33,"LINESTRING (13.2256692 52.5556722,13.1922758 52.5472185)"
10,A10,24,C4,2.0120716615185428,30,"LINESTRING (13.2256692 52.5556722,13.1978552 52.5475945)"
10,A10,25,C5,1.7219731056610468,52,"LINESTRING (13.2256692 52.5556722,13.2023174 52.5473592)"
10,A10,26,C6,1.3688777501092597,100,"LINESTRING (13.2256692 52.5556722,13.207515 52.5480108)"
10,A10,27,C7,1.1051099263574902,21,"LINESTRING (13.2256692 52.5556722,13.2116045 52.5482397)"
10,A10,28,C8,0.7187672661455579,10,"LINESTRING (13.2256692 52.5556722,13.2182015 52.548511)"
10,A10,29,C9,0.5901063390788586,10,"LINESTRING (13.2256692 52.5556722,13.2225432 52.5477739)"
10,A10,30,C10,0.5955920385537751,19,"LINESTRING (13.2256692 52.5556722,13.2256429 52.5470988)"
10,A10,31,D1,3.0274880108353224,21,"LINESTRING (13.2256692 52.5556722,13.1840595 52.5427174)"
10,A10,32,D2,2.8042244978590265,22,"LINESTRING (13.2256692 52.5556722,13.1872463 52.5432992)"
10,A10,33,D3,2.4625861693998834,44,"LINESTRING (13.2256692 52.5556722,13.1927723 52.5424672)"
10,A10,34,D4,2.1266418486527017,54,"LINESTRING (13.2256692 52.5556722,13.1979796 52.5426182)"
10,A10,35,D5,1.8305397764146385,62,"LINESTRING (13.2256692 52.5556722,13.2025417 52.543045)"
10,A10,36,D6,1.5507204584058993,39,"LINESTRING (13.2256692 52.5556722,13.2071003 52.5432838)"
10,A10,37,D7,1.3325845099280873,21,"LINESTRING (13.2256692 52.5556722,13.2124087 52.5418116)"
10,A10,38,D8,1.193830839474858,9,"LINESTRING (13.2256692 52.5556722,13.21772 52.5404364)"
10,A10,39,D9,0.9754490511114904,60,"LINESTRING (13.2256692 52.5556722,13.2226372 52.5419621)"
10,A10,40,D10,0.9320575381415133,16,"LINESTRING (13.2256692 52.5556722,13.2256983 52.5422555)"
11,B1,1,A1,0.3153107653130294,10,"LINESTRING (13.1838823 52.5513612,13.184365 52.5558743)"
11,B1,2,A2,0.4516959892381094,29,"LINESTRING (13.1838823 52.5513612,13.1889152 52.5554778)"
11,B1,3,A3,0.6911598124661921,38,"LINESTRING (13.1838823 52.5513612,13.1928876 52.5555907)"
11,B1,4,A4,1.0000664001506585,44,"LINESTRING (13.1838823 52.5513612,13.1976345 52.5556169)"
11,B1,5,A5,1.3357570230244413,18,"LINESTRING (13.1838823 52.5513612,13.2026323 52.555621)"
11,B1,6,A6,1.6262475143094308,48,"LINESTRING (13.1838823 52.5513612,13.2069026 52.555611)"
11,B1,7,A7,1.9960209333191135,16,"LINESTRING (13.1838823 52.5513612,13.2122995 52.5556031)"
11,B1,8,A8,2.367932667467892,22,"LINESTRING (13.1838823 52.5513612,13.2177111 52.555538)"
11,B1,9,A9,2.6428314027172704,14,"LINESTRING (13.1838823 52.5513612,13.2217235 52.5552714)"
11,B1,10,A10,2.918345744581198,7,"LINESTRING (13.1838823 52.5513612,13.2256692 52.5556722)"
11,B1,11,B1,0.0,0,"LINESTRING (13.1838823 52.5513612,13.1838823 52.5513612)"
11,B1,12,B2,0.27243778956758985,89,"LINESTRING (13.1838823 52.5513612,13.1877558 52.5519738)"
11,B1,13,B3,0.6482994672387627,30,"LINESTRING (13.1838823 52.5513612,13.1931628 52.5523402)"
11,B1,14,B4,0.9491384424026973,73,"LINESTRING (13.1838823 52.5513612,13.1975354 52.5518695)"
11,B1,15,B5,1.2641953984693604,61,"LINESTRING (13.1838823 52.5513612,13.2020792 52.5515283)"
11,B1,16,B6,1.6925338606187061,208,"LINESTRING (13.1838823 52.5513612,13.2082298 52.5522446)"
11,B1,17,B7,1.9540883257057253,101,"LINESTRING (13.1838823 52.5513612,13.2119786 52.5527064)"
11,B1,18,B8,2.3115075156886875,44,"LINESTRING (13.1838823 52.5513612,13.2171456 52.5521837)"
11,B1,19,B9,2.666863537703447,8,"LINESTRING (13.1838823 52.5513612,13.2221629 52.5542396)"
11,B1,20,B10,2.898714461233044,48,"LINESTRING (13.1838823 52.5513612,13.225601 52.5521452)"
11,B1,21,C1,0.3346429256024887,88,"LINESTRING (13.1838823 52.5513612,13.1837045 52.5465474)"
11,B1,22,C2,0.39838927589936474,193,"LINESTRING (13.1838823 52.5513612,13.1876311 52.5470216)"
11,B1,23,C3,0.650258447134332,121,"LINESTRING (13.1838823 52.5513612,13.1922758 52.5472185)"
11,B1,24,C4,1.0053542602571786,100,"LINESTRING (13.1838823 52.5513612,13.1978552 52.5475945)"
11,B1,25,C5,1.3105208431101365,162,"LINESTRING (13.1838823 52.5513612,13.2023174 52.5473592)"
11,B1,26,C6,1.6581830806785107,281,"LINESTRING (13.1838823 52.5513612,13.207515 52.5480108)"
11,B1,27,C7,1.9380376586933479,55,"LINESTRING (13.1838823 52.5513612,13.2116045 52.5482397)"
11,B1,28,C8,2.3923636383914206,24,"LINESTRING (13.1838823 52.5513612,13.2182015 52.548511)"
11,B1,29,C9,2.6973138723498593,22,"LINESTRING (13.1838823 52.5513612,13.2225432 52.5477739)"
11,B1,30,C10,2.9161836609796183,41,"LINESTRING (13.1838823 52.5513612,13.2256429 52.5470988)"
11,B1,31,D1,0.6006157202528081,84,"LINESTRING (13.1838823 52.5513612,13.1840595 52.5427174)"
11,B1,32,D2,0.606873290368718,84,"LINESTRING (13.1838823 52.5513612,13.1872463 52.5432992)"
11,B1,33,D3,0.8736031630264266,161,"LINESTRING (13.1838823 52.5513612,13.1927723 52.5424672)"
11,B1,34,D4,1.1523998122360701,181,"LINESTRING (13.1838823 52.5513612,13.1979796 52.5426182)"
11,B1,35,D5,1.419189250510088,191,"LINESTRING (13.1838823 52.5513612,13.2025417 52.543045)"
11,B1,36,D6,1.7077767187145378,112,"LINESTRING (13.1838823 52.5513612,13.2071003 52.5432838)"
11,B1,37,D7,2.0898266718750995,54,"LINESTRING (13.1838823 52.5513612,13.2124087 52.5418116)"
11,B1,38,D8,2.470186915592625,22,"LINESTRING (13.1838823 52.5513612,13.21772 52.5404364)"
11,B1,39,D9,2.7703524025528696,139,"LINESTRING (13.1838823 52.5513612,13.2226372 52.5419621)"
11,B1,40,D10,2.9730373835982826,34,"LINESTRING (13.1838823 52.5513612,13.2256983 52.5422555)"
12,B2,1,A1,0.3590438496762791,29,"LINESTRING (13.1877558 52.5519738,13.184365 52.5558743)"
12,B2,2,A2,0.2564028159044897,88,"LINESTRING (13.1877558 52.5519738,13.1889152 52.5554778)"
12,B2,3,A3,0.436153156674755,115,"LINESTRING (13.1877558 52.5519738,13.1928876 52.5555907)"
12,B2,4,A4,0.731455226727946,135,"LINESTRING (13.1877558 52.5519738,13.1976345 52.5556169)"
12,B2,5,A5,1.0640768545007895,54,"LINESTRING (13.1877558 52.5519738,13.2026323 52.555621)"
12,B2,6,A6,1.3539179769762173,148,"LINESTRING (13.1877558 52.5519738,13.2069026 52.555611)"
12,B2,7,A7,1.7235949669318433,50,"LINESTRING (13.1877558 52.5519738,13.2122995 52.5556031)"
12,B2,8,A8,2.0956726596783013,67,"LINESTRING (13.1877558 52.5519738,13.2177111 52.555538)"
12,B2,9,A9,2.3708341482057795,43,"LINESTRING (13.1877558 52.5519738,13.2217235 52.5552714)"
12,B2,10,A10,2.6463464361397038,21,"LINESTRING (13.1877558 52.5519738,13.2256692 52.5556722)"
12,B2,11,B1,0.27243778956758985,146,"LINESTRING (13.1877558 52.5519738,13.1838823 52.5513612)"
12,B2,12,B2,0.0,0,"LINESTRING (13.1877558 52.5519738,13.1877558 52.5519738)"
12,B2,13,B3,0.3764898591876617,93,"LINESTRING (13.1877558 52.5519738,13.1931628 52.5523402)"
12,B2,14,B4,0.6794258545341108,224,"LINESTRING (13.1877558 52.5519738,13.1975354 52.5518695)"
12,B2,15,B5,0.9955291433280923,187,"LINESTRING (13.1877558 52.5519738,13.2020792 52.5515283)"
12,B2,16,B6,1.4224512977949648,637,"LINESTRING (13.1877558 52.5519738,13.2082298 52.5522446)"
12,B2,17,B7,1.6835280185097918,308,"LINESTRING (13.1877558 52.5519738,13.2119786 52.5527064)"
12,B2,18,B8,2.0417591964225927,135,"LINESTRING (13.1877558 52.5519738,13.2171456 52.5521837)"
12,B2,19,B9,2.3954397357887087,23,"LINESTRING (13.1877558 52.5519738,13.2221629 52.5542396)"
12,B2,20,B10,2.629135657695578,145,"LINESTRING (13.1877558 52.5519738,13.225601 52.5521452)"
12,B2,21,C1,0.4704393590235935,252,"LINESTRING (13.1877558 52.5519738,13.1837045 52.5465474)"
12,B2,22,C2,0.3441371799772618,574,"LINESTRING (13.1877558 52.5519738,13.1876311 52.5470216)"
12,B2,23,C3,0.4557768090874651,367,"LINESTRING (13.1877558 52.5519738,13.1922758 52.5472185)"
12,B2,24,C4,0.7647276934642395,304,"LINESTRING (13.1877558 52.5519738,13.1978552 52.5475945)"
12,B2,25,C5,1.0611760512089792,495,"LINESTRING (13.1877558 52.5519738,13.2023174 52.5473592)"
12,B2,26,C6,1.4000078646359855,860,"LINESTRING (13.1877558 52.5519738,13.207515 52.5480108)"
12,B2,27,C7,1.6769579747745154,168,"LINESTRING (13.1877558 52.5519738,13.2116045 52.5482397)"
12,B2,28,C8,2.128697336677374,72,"LINESTRING (13.1877558 52.5519738,13.2182015 52.548511)"
12,B2,29,C9,2.4342309344235296,66,"LINESTRING (13.1877558 52.5519738,13.2225432 52.5477739)"
12,B2,30,C10,2.6537153955801913,124,"LINESTRING (13.1877558 52.5519738,13.2256429 52.5470988)"
12,B2,31,D1,0.6924167748910401,243,"LINESTRING (13.1877558 52.5519738,13.1840595 52.5427174)"
12,B2,32,D2,0.6036624701783532,248,"LINESTRING (13.1877558 52.5519738,13.1872463 52.5432992)"
12,B2,33,D3,0.7467304618698067,484,"LINESTRING (13.1877558 52.5519738,13.1927723 52.5424672)"
12,B2,34,D4,0.9627388380103188,549,"LINESTRING (13.1877558 52.5519738,13.1979796 52.5426182)"
12,B2,35,D5,1.1999370224508077,582,"LINESTRING (13.1877558 52.5519738,13.2025417 52.543045)"
12,B2,36,D6,1.4732299351241873,341,"LINESTRING (13.1877558 52.5519738,13.2071003 52.5432838)"
12,B2,37,D7,1.852434058588397,163,"LINESTRING (13.1877558 52.5519738,13.2124087 52.5418116)"
12,B2,38,D8,2.230585735892572,66,"LINESTRING (13.1877558 52.5519738,13.21772 52.5404364)"
12,B2,39,D9,2.5210468851382815,423,"LINESTRING (13.1877558 52.5519738,13.2226372 52.5419621)"
12,B2,40,D10,2.720954279511175,103,"LINESTRING (13.1877558 52.5519738,13.2256983 52.5422555)"
13,B3,1,A1,0.6586541461488074,13,"LINESTRING (13.1931628 52.5523402,13.184365 52.5558743)"
13,B3,2,A2,0.3668562774864163,39,"LINESTRING (13.1931628 52.5523402,13.1889152 52.5554778)"
13,B3,3,A3,0.22661708734022312,54,"LINESTRING (13.1931628 52.5523402,13.1928876 52.5555907)"
13,B3,4,A4,0.38512024584900045,64,"LINESTRING (13.1931628 52.5523402,13.1976345 52.5556169)"
13,B3,5,A5,0.696205723540375,26,"LINESTRING (13.1931628 52.5523402,13.2026323 52.555621)"
13,B3,6,A6,0.9811750510233213,70,"LINESTRING (13.1931628 52.5523402,13.2069026 52.555611)"
13,B3,7,A7,1.348611883069003,24,"LINESTRING (13.1931628 52.5523402,13.2122995 52.5556031)"
13,B3,8,A8,1.7197737787979985,32,"LINESTRING (13.1931628 52.5523402,13.2177111 52.555538)"
13,B3,9,A9,1.9945338880867427,21,"LINESTRING (13.1931628 52.5523402,13.2217235 52.5552714)"
13,B3,10,A10,2.270048476035277,10,"LINESTRING (13.1931628 52.5523402,13.2256692 52.5556722)"
13,B3,11,B1,0.6482994672387627,61,"LINESTRING (13.1931628 52.5523402,13.1838823 52.5513612)"
13,B3,12,B2,0.3764898591876617,116,"LINESTRING (13.1931628 52.5523402,13.1877558 52.5519738)"
13,B3,13,B3,0.0,0,"LINESTRING (13.1931628 52.5523402,13.1931628 52.5523402)"
13,B3,14,B4,0.30551405561012224,107,"LINESTRING (13.1931628 52.5523402,13.1975354 52.5518695)"
13,B3,15,B5,0.6219826959588368,88,"LINESTRING (13.1931628 52.5523402,13.2020792 52.5515283)"
13,B3,16,B6,1.046719776532801,300,"LINESTRING (13.1931628 52.5523402,13.2082298 52.5522446)"
13,B3,17,B7,1.3073778608608941,145,"LINESTRING (13.1931628 52.5523402,13.2119786 52.5527064)"
13,B3,18,B8,1.6661144140080224,64,"LINESTRING (13.1931628 52.5523402,13.2171456 52.5521837)"
13,B3,19,B9,2.0189506927747884,11,"LINESTRING (13.1931628 52.5523402,13.2221629 52.5542396)"
13,B3,20,B10,2.253521255853462,68,"LINESTRING (13.1931628 52.5523402,13.225601 52.5521452)"
13,B3,21,C1,0.7705097148083522,108,"LINESTRING (13.1931628 52.5523402,13.1837045 52.5465474)"
13,B3,22,C2,0.533101029472141,249,"LINESTRING (13.1931628 52.5523402,13.1876311 52.5470216)"
13,B3,23,C3,0.36110436421258063,167,"LINESTRING (13.1931628 52.5523402,13.1922758 52.5472185)"
13,B3,24,C4,0.46363239808642737,143,"LINESTRING (13.1931628 52.5523402,13.1978552 52.5475945)"
13,B3,25,C5,0.7240111387550102,233,"LINESTRING (13.1931628 52.5523402,13.2023174 52.5473592)"
13,B3,26,C6,1.041419583963994,404,"LINESTRING (13.1931628 52.5523402,13.207515 52.5480108)"
13,B3,27,C7,1.3124323908328484,79,"LINESTRING (13.1931628 52.5523402,13.2116045 52.5482397)"
13,B3,28,C8,1.7596566117122943,34,"LINESTRING (13.1931628 52.5523402,13.2182015 52.548511)"
13,B3,29,C9,2.06555858005327,31,"LINESTRING (13.1931628 52.5523402,13.2225432 52.5477739)"
13,B3,30,C10,2.2855794115742696,59,"LINESTRING (13.1931628 52.5523402,13.2256429 52.5470988)"
13,B3,31,D1,0.9202375317262151,105,"LINESTRING (13.1931628 52.5523402,13.1840595 52.5427174)"
13,B3,32,D2,0.7506177041670228,109,"LINESTRING (13.1931628 52.5523402,13.1872463 52.5432992)"
13,B3,33,D3,0.6864137266782622,219,"LINESTRING (13.1931628 52.5523402,13.1927723 52.5424672)"
13,B3,34,D4,0.7537381968386148,253,"LINESTRING (13.1931628 52.5523402,13.1979796 52.5426182)"
13,B3,35,D5,0.91733330904313,271,"LINESTRING (13.1931628 52.5523402,13.2025417 52.543045)"
